tweet,label
Thank you for this post .,noHate
I was aware of events but not in such detail .,noHate
Rest in peace Herr Hess .,noHate
"Brave , brave man .",noHate
It's quite clear you have no argument so you 're now trying to get me to bite with your Jewish nonsense .,noHate
there you go defending the jews again .,noHate
OK I get you dont like to talk bad about the jew. btw I said Kapo 's,noHate
sure I will take note but I will continue to point out how you refuse to disclose any info that may give away your position on topics relating to WN .,noHate
"This will always - always be a classic : AS USUAL - FULL SCREEN : Poor Pimp KO - YouTube `` target = '' _ blank "" > Poor Pimp KO - YouTube http://www.youtube.com/ watch ? v = sam6vfq7XS8",noHate
"When I go to just about any Australian city I feel like a foreigner , these cities were built by my own flesh and blood , I should not feel like an alien in them .",noHate
"Help me understand , open carry means that you can walk in the street with a shot gun in your hand , is that right ?",noHate
"Negroes also do n't know how to clean guns or care about cleaning guns or gunsmithing , which will catch up to them .",noHate
if the sensi knows what they are doing they will break down the kata and show you how each move or movies apply to a certian kind of attack .,noHate
How can they do well at anything that requires logic when they are required to accept that A and B are equal ?,noHate
"Hi Im tv free do n't have kids yet reading mending , sewing , menting board games radio study extra curricula actives Good on you for planning a FREE jewv existence",hate
Your sons are going to be in love with that land !,noHate
It 's the ideal way to raise boys into men .,noHate
I've recently gotten a recommendation for Peaceful Warrior .,noHate
I saw the movie and it was so-so .,noHate
"War of Art is sitting on my shelf , presently unread .",noHate
"Homosexuals ca n't undo the fight against White Genocide , only hypocrites can , I 'd rather have openly homosexual men on our side than closet fags or sexual deviants who skulk about pretending to be something they 're not .",hate
"If a person 's sexuality is an issue for them only then it should be an issue for us , normal people of either orientation do n't have their sex life at the centre of their attention all the time , a heterosexual deviant is just as much as a problem as a homosexual deviant and there are more straight perverts and psychos around trying to `` infiltrate '' groups than there are homosexuals .",noHate
"I have green eyes as well , but mine have a blue ring around the outside .",noHate
They change with what I wear too and turn yellow in the sun .,noHate
Green eyes do seem to be pretty rare .,noHate
Truth is welcome who ever speaks it .,noHate
Egyptian TV Host : The Jews Are Using the Holocaust to Suck the Blood of the Germans - YouTube,hate
I guess it is all Jews because that rabbi guy who says we must to serve Jews was a Iraqi Jew .,hate
I'm going to play the black sheep here and say there 's nothing wrong with what he 's doing .,noHate
"It 's the mechanism of death that 's in question , along with the one-sidedness of remembrance , but people did die .",noHate
"Yeah I downloaded them all just in case , have to wait until the all-in-one video gets posted again , seems the hews and their companies got to YT as usual and took it down ..",noHate
Typical,noHate
And I 've told you why .,noHate
I very much doubt anybody else will ask me because hardly anybody else goes on like you .,noHate
I remember hearing a talk from Irving on that massacre .,noHate
"He said the documentation showed the victims were sent along with several weeks of food , so they were not intended to be killed .",noHate
"A group of American men in the late 1700s decided they could defend themselves against the government of England , but it was illegal to do so .",noHate
"I need to dust these off and get them back in my work out routine ... it gives you a feeling of purpose to do these , it helps you connect and relate to the folks they 're named in honor of .",noHate
These ' niggas ' .,hate
"I wish they 'd all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they 're from and never come back .",hate
"They 're a waste of space and they 're filthy , tax payer robbing , mentally challenged , primitive , unintelligent cultural trash .",hate
"I can hear the Chief now , we have enough on our plates .",noHate
How dare you give us evidence of crimes on tape !,noHate
Videos like this just make me go hmm .,noHate
Should I go for the .45 and knock em down or should I go 9mm hi cap since its like an infestation .,noHate
Oh I 'm not worried about it .,noHate
"In fact it happened a while back , but it was creepy when it did happen .",noHate
I never at any time claimed this you moron .,noHate
So there IS NO still about the matter .,noHate
This is your claim and yours alone ; take it to yourself .,noHate
Are you sure on the BSA thing ?,noHate
Oh and the Sun Wheel is a Pagan Symbol before the spread of Christianity ....,noHate
Historic vehicle Laurin Klement T. B 1899-1903 http://i4.ytimg.com/vi/cVQSTM-WTZk/mqdefault.jpg white loop-frame motorcycle with pedal start Awesome custom replica of 1900s Czech .,noHate
4 cyclinder motorcycle Historic vehicle Laurin Klement T. B 1899-1903 - YouTube Historic vehicle Torpedo V4 1909 - YouTube Historic vehicle Torpedo V4 1909 http://thekneeslider.com/images/2012...-rightside.jpg Handlebar camera mount ride video !,noHate
Torpedo V4 1909 - Ride - YouTube Custom fabricated engine and motorcycle based on 1900s photograph of 1 of a kind motorcycle .,noHate
I would love to hear her do this song today .,noHate
Phantom of the Opera was one of my favorites growing up .,noHate
Leaves eyes/Liv Kristine / Theater of Tragedy She is Norwegian and her husband I think is German .,noHate
I know they live in Germany .,noHate
And they are both singers in Leaves Eyes .,noHate
I love her voice !,noHate
"YouTube - Lyset - Leaves ' Eyes YouTube - leaves eyes - lovelorn YouTube - Amhr������n ( Song of the Winds ) - Leaves ' Eyes YouTube - Leaves Eyes A Winter Poem YouTube - Theatre of Tragedy - Lorelei ( Live ) YouTube - Theatre of Tragedy - A Hamlet For A Slothful Vassal YouTube - Theatre of Tragedy - Venus YouTube - Leaves ' Eyes - Emerald Island YouTube - Leaves ' Eyes - Njord YouTube - Liv Kristine - Trapped In Your Labyrinth I know , a lot of videos .",noHate
"Pick a few , you 'll see what I mean .",noHate
She and Tarja ( old singer from Nightwish ) are my top two favorite clean female vocals .,noHate
"I listen to a lot of metal so , yeah , we call this `` clean '' lol !",noHate
Every time you see or hear about a British politician fawning over Israel just remember that country was founded by terrorists who killed British soldiers and policemen - www.thetruthseeker.co.uk/ ? p = 119398,noHate
"Blacks Who Lynched Blacks -- Truth Behind American Lynchings The Lynching Myths January 15 , 2012 Violent Crimes : Black On White & White On Black : Blacks Who Lynched Blacks -- Truth Behind American Lynchings",noHate
This is the same race that thinks raping babies cures AIDS .,hate
Or the same race that thought the 1st Klan were actual ghosts .,noHate
So the Jews are Gods chosen people and we are the dumb cattle used to bring the Jews back to Gods fold .,hate
Now I just need to figure out what you are doing here .,noHate
"Another cleaning tip ( from Vietnam , go figure ) that works well .",noHate
"I bought a revolver at an auction , the barrel was dirty especially near the forcing cone area .",noHate
Solvent soaked patches ��������� brass bore brushes ��������� just could not get perfectly clean .,noHate
"I thought about how we would clean the M60 barrels on the Hueys ( 2 on each side , 1 each door gunner/crew chief , 2 TAT101 front turret ) at end of day - had big vats of cleaning solvent , cleaning rods with bore brush in electric drills .",noHate
"I put a aluminum pistol cleaning rod in my cordless drill with brush attached , dipped in `` Butch 's Bore Shine '' , ran it in and out that revolver barrel a few times concentrating on that dirty area , then a couple clean patches - bore looks like NEW !",noHate
"EDIT : Using , of course a brass bore brush which is much softer than the barrel 's steel and should not damage rifling .",noHate
"Blacks can shoot , funny thing is they only seem to be able to hit the little innocent law abiding child , walking home from church to help take of their sick mother .",hate
I went to the baofeng website but it was in Chinese ...,noHate
That is when you take out your phone and take pictures of them .,noHate
"There is no expectation of privacy in public , so taking their pictures is legal .",noHate
I suspect they took them because a few of the guys behind were talking about how they had 7k rounds of.22 stocked .,noHate
Ya the ignorant want to registered guns so only criminals will have gun .,noHate
Great idea will see how that goes for crime stats,noHate
I was able to sight it in before the rain started .,noHate
I have it sighted in at 350 yards .,noHate
Shoots good groups .,noHate
"I shot at 100 , 350 and 500 yards , shoots like a dream",noHate
Looked it up on amazon .,noHate
They do sell it and it may be needed one day .,noHate
May have to get some one day .,noHate
"Do s and Don ts When Stopped By Police and Carrying a Firearm ( VIDEO ) By Steve Straub January 25 , 2014 Do 's and Do n'ts When Stopped By Police and Carrying a Firearm ( VIDEO ) - The Federalist Papers",noHate
I shoot a `` souped up '' first year Ruger Old Army .,noHate
Shoot a pre merger Thompson Center Hawken 50 .,noHate
Jacketed .45 hollow point sabot rounds .,noHate
"Not the best round by any means , but 2 or 3 50 grain Pyrodex pellets over 5 grains of FFFg 777 and a #11 cap gets the job done .",noHate
"Also shoot a Lyman Great Plains .54 , patched lead round ball over bulk FFg , fired by a #11 cap .",noHate
The .54 will flip a white tail over pretty handily ...,noHate
The `` big boy toy '' is an English built Moore and Harris caplock double in .69/12g.,noHate
"Needs a new stock , ramrod and nipples .",noHate
"Slowly being brought back into service , it is an original that belonged to a Confederate military courier post war .",noHate
"Has been in the wife 's family since it was brand new , original owner used it until the stock split and the checkering was worn down to faint traces on the wood surface .",noHate
Ruger Old Army and Moore and Harris double .,noHate
"Adjustable rear sight , orange target insert in the front sight , modified cylinder .",noHate
"Revolver had been used all hunting season , shotgun was fresh out of sitting in attics/closets since the late 1800s or early 1900s .",noHate
"Shotgun 's original owner died in 1920 , President Davis ' personal military courier .",noHate
"We have his handwritten account of the Battle of Shiloh , where he was with the 4th Tennessee ...",noHate
Brass Super Blackhawk Dragoon grip frame .,noHate
".457 round ball over an Ox Yoke Wonder Wad , over a 30gr Pyrodex pistol pellet , which is over 5-25 grains by volume of FFFg equivalent 777 ... fired by a #10 Remington Magnum percussion cap .",noHate
"#11 caps are useless on this particular gun , as you go around the cylinder at least one full revolution before they can actually seat fully and fire .",noHate
Best cap and ball revolver ever made .,noHate
I can hit a paper plate at 100 yards or hole a 5 gallon steel pail of roofing tar at 25 yards ... It is my `` brush gun '' during blackpowder deer season or when going after feral hogs .,noHate
Rifles ?,noHate
Shame on you .,noHate
"The liberals are going to get their panties in a bunch , with people like you saying we must learn to defend ourselves .",hate
"While I 'm happy to see this loser in jail , I think it 's also an excellent OPSEC tutorial : STFU Dip-wad .",noHate
"I knew something like this could happen on May 5th American Thinker Blog : Students sent home for wearing American flag on Cinco de Mayo Woooh , the comments section is burnin ' over this Five students sent home for wearing American flag T-shirts on Cinco de Mayo .",noHate
"Take a look at the posts in this tread , its shameful that this is what we have become .",noHate
I hope the mods kill this thread .,noHate
Wait on buying this and let the gun magazines test it first .,noHate
"Waiting to buy a new product is almost always a good idea , let someone else experiment .",noHate
"well, that 's very good for you. here in Europe that 's basically a dream .",noHate
Is yours a university in Dixie ?,noHate
If there is dirty dancing or sexual contact report it to the principle likely there will be some and maybe they wo n't ever schedule a dance like that again .,noHate
Go to either the school or the board of education and tell them you want to remove your child.Should be some papers you need to sign .,noHate
I was always under the impression that the whole sitting down together and being friendly story was a bunch of BS .,noHate
"Not because the white man was evil , but because the `` natives '' were .",noHate
I do n't see any harm in teaching the classic thanksgiving story as long as you do n't do anything like I had to do in school when I was younger .,noHate
Like dressing up as an Amerindian in kindergarden .,noHate
"Besides Thanksgiving , to me , is just an excuse to mess around and eat as much turkey , potatoes , corn , stuffing , and cranberry sauce as I can .",noHate
Mmm .,noHate
FUNNY!!!,noHate
Slidesong : Bob Rivers Comedy Corp - The Twelve Pains of Christmas - YouTube Do n't miss the 8th day of Christmas at around 1 : 40,noHate
"Two seasons ago this child with her brat-antics and rudeness all but ruined the final weeks of America 's Got Talent , one of the few TV shows I watch and enjoy .",noHate
The LAST thin I want to do is go to her website .,noHate
Just saw this one in Palm Springs ....,noHate
It 's really large .,noHate
I was surprised to see it there on Palm Canyon Drive .. here 's a detail :,noHate
We attended a large Halloween party at a local church .,noHate
No trick-or-treaters braved our long driveway .,noHate
"There are only eight people living within a mile of my house , and none closer than a quarter-mile .",noHate
"I was dressed as the `` Gorton 's Fisherman ; Trust Me ! '' complete with grey beard , yellow rain-slicker , and ship 's wheel .",noHate
My lady was dressed as Scarlett O' Hara .,noHate
"After the party and kid 's games , there were two dozen little `` houses '' set up in the parking lot for trunk-or-treat candy for the kids .",noHate
Our town has made the heavily-chaperoned Main-Street party the Halloween tradition .,noHate
Very few parents are sending their children out in the dark even in our all-white community .,noHate
The innocence is gone .,noHate
I want to thank every one who posted to the Halloween thread this year .,noHate
It was great reading all your input .,noHate
I hope every one had a Happy Halloween .,noHate
To love ones people in these dark ages is considered a weakness to be exploited .,noHate
In these dark days of jewish/Marxist/mafia dominated materialistic societies where everyone and anyone is only a bank note to be traded .,hate
We are in the Kali Yuga .,noHate
True! but ever know the longer this bs war on terror goes the more high tech wonder war toys they keep coming out with ?,noHate
"The French martial art would be Savate , something I 've not heard about for decades .",noHate
It is time we resurrected ( & improve ) this art .,noHate
SAVATE - Basic Techniques - YouTube,noHate
Don't get yourself into trouble for something that is n't worth it .,noHate
Apparently white people are the last to go out of their race for dating anyways !,noHate
I agree that this would be amazing !,noHate
"We all have unique abilities and knowledge , can you imagine if we got together and each of us put together a class for all the children in our specialized field ?",noHate
Sounds like a heavenly community .,noHate
I miss Dr. Pierce very much !,noHate
I hope you all listen to his thoughts in this video - YouTube - & #x202a ; Dr.,noHate
William Pierce : The Gift of Life. by Extrea. & #x202c ; & rlm ;,noHate
"Rock music video for 12 Stones band , with truck footage .",noHate
Dash cam truck passes Fedex wiggle wagon at 2 : 40-3 : 00 area .,noHate
YouTube - Good Night to Fed Ex,noHate
I saw the movie Valkyrie with Tom Cruise in the lead role .,noHate
It might have been a good film but Cruise really stunk as the German officer .,noHate
The treatment of ethnic Germans in both the east and west after the German surrender is the real genocide that no one wants to talk about .,noHate
That's why people have more than one haplogroup again they mark genetic ancestry no one on the planet nowadays only has one ancestor,noHate
"You may be right , I do n't remember if I was using a liberal curve or not when giving him a 3.5",noHate
"Excuse me , but why do n't do it with Lord Of The Rings , or other masterpieces of the Supreme Tolkien , rather than with that rubbish ?",noHate
It's weird most Indians dot and to an extent feather that I deal with hate blacks more than they do whites and find blacks to be lazy and worthless .,hate
You must have some luck having the one Indian that loves blacks as a teacher .,noHate
Anyone who 's been to Newark knows that it 's pretty much a third world country .,noHate
No amount of educational funds will drag the population out of it 's sludge .,noHate
I'll try and see if my sister can bring home the sheet from my old high school with like 20 websites and their passwords of scholary reviewed articls,noHate
"Dude stink bomb this event , when it gets dark , chuck a bunch of them on the floor , different spots , when the chimps start jiving and grooving , they will step on them .",hate
An Article I wrote about sources of home schooling materials .,noHate
"Sources for Homeschooling Curriculum One of the biggest challenges for the homeschooling parent is finding good sources for educational materials and finding curriculum that is new , fresh and inexpensive .",noHate
"I remember in grade 8 doing a project on that , and I got punished by the teacher because `` only blacks were slaves '' She was an idiot !",noHate
This captivating natural color view of the planet Saturn was created from images collected shortly after Cassini began its extended Equinox Mission in July 2008 .,noHate
Music Lessons .,noHate
Lady Alma-Tadema Dreams .,noHate
Frederick Burton .,noHate
Calmady Children .,noHate
Sir Thomas Lawrence .,noHate
Lord Fredrik Leighton .,noHate
Monster .,noHate
Charles Burton Barber .,noHate
Compulsatory Education Off To School A Special Pleader Suspense Girl with Dogs La Pensierosa .,noHate
Marie Spartali Stillman .,noHate
Fairy Tales .,noHate
Mary Gow .,noHate
Sunshine .,noHate
"Retro Grouch post of the day ! multispeed bmx 's and 3 speed freewheels , continued. geared BMX bikes - BMX Society community forums Here ` a 3 speed freewheel ( similar design ) on a BMX hub ( was a single-speed freewheel hub ) , in a BMX frame , with added rear derailer .",noHate
"http://bmxsociety.com/uploads/monthl...9887_thumb.jpghttp://bmxsociety.com/uploads/monthly_05_2010/post-2192-127351673801_thumb.jpg Another photo , showing the nice rims , billet axle spacers , and USA made Paul rear derailer !",noHate
In Search of the First Civilizations by Michael Wood .,noHate
In Search Of The First Civilizations : Amazon.co.uk : Michael Wood : Books In Search Of The First Civilizations : Amazon.co.uk : Michael Wood : Books,noHate
"Oh, I forgot to say where I lived .",noHate
I live in Argentina ... forgotten white country in the southernmost tip of S. America .,noHate
I am currently attending high school .,noHate
When i finish i plan on going to college not sure what career i want at the moment .,noHate
"Sorry but the no child left behind program is bull in my mind , but if people are unintelligent it means they wo n't think for themselves and if they do n't think for themselves they are easier to control. thats pretty much laying down the ground work for for future generations of kids to be obese , corperate sell outs for the government to use .",noHate
"It seems to me that most people on this board are friendly to home schooling , yet some who support home schools think that segregating boys from girls would slow social development .",noHate
"This was done about two summers ago when she was just a baby out on the tree in the front yard , she is WAY bigger now I will try and get the new pics up this week to show off of her and the pug both .",noHate
(Warning: do not watch on a full stomach ) I 'm Jewish And You Know It - Official Parody to Sexy and I know it - YouTube,noHate
Typical Negro .,hate
"They laugh at whites who obey the law , bother to get married , women who are chaste .",hate
They only know how to destory our civilization .,hate
"``Hey,boys, what are ya haulin ' ? '' http://28.media.tumblr.com/tumblr_lb...dmnto1_500.jpg Report : Nuclear weapon drivers sometimes got drunk Buzz up ! 19 votes Share retweet Email Print 2 hrs 20 mins ago WASHINGTON The U.S. Energy Department 's watchdog says [ COLOR = #366388 ! important ] [ COLOR = #366388 ! important ] government [ COLOR = #366388 ! important ] agents [ /COLOR ] [ /COLOR ] [ /COLOR ] hired to drive nuclear weapons and components in trucks sometimes got drunk on the job , including an incident last year when two agents were detained by police at a local bar during a convoy mission .",noHate
Report : Nuclear weapon drivers sometimes got drunk - Yahoo !,noHate
News,noHate
My Grandfather traced our family tree back quite far .,noHate
"I am 100 % Irish , All of my ancestors were white irish and there has only been one mix in my extended family and that was a white English person .",noHate
Im proud of my heritage .,noHate
I will pass out cheap sugar based candy .,noHate
Mexicans are real prone to diabetes and I want to help them get to Hell as soon as possible .,hate
"I'm looking for a good book on the terror laid down by Stalin upon his own people , preferably from a nationalist or at least neutral perspective .",noHate
"White people have been around for 40,000 years IJ is the exact same thing the split is I and J J is older than I and it was J first farmers from that it became J2 I2 is what Dinaric have there are different subclades to being Nordic to be a Nordic I2 it has to be a I1 variant nice try though .",noHate
There are lots of brown and black kids in the system gays could adopt .,hate
I do think abusive parents are worse than gays one .,hate
That 's to assume the gay ones are n't abusive .,hate
The fact is immoral and irresponsible parents will influence children to be immoral and irresponsible .,noHate
"Homosexuals practice a perverse lifestyle that destroys the body , mind , and soul just as drug use does ; merely two paths to the same destructive end .",hate
"the kind of perversion that leads to homosexuality also leads to pedophilia. why take the risk , and even if the homosexuals turned out not to be pedophiles why would anyone want a child to live with two perverts .",hate
What are you using this school year ?,noHate
Any hits or misses from the last school year ?,noHate
What educational goals or philosophies influence what curricula you pick ?,noHate
Ok thank you ....,noHate
I ca n't wait to finish this course I think I have about 4 weeks left .,noHate
Hell to have a teacher like this .,hate
I will grin and bear it and keep on getting respectable grades .,noHate
I just pray I do not have to take anymore of her courses .,noHate
My big complaint is that it is freaking expensive .,noHate
"I do have a few copies of several of the languages around the house , if anyone is interested PM me for details .",noHate
On which fantasy island do you live on ?,noHate
Faggots are always pushing their homosexual agenda .,hate
Even the queers in small towns have been emboldened to go out and peddle the homosexual agenda .,hate
"This is the argument homosexuals use to justify their behavior , that because there are no `` red letters '' about it , then homosexuality is not a bad thing .",hate
Everything in the NT is Christ inspired and the NT has no requirement for circumcision .,noHate
"Christ 's sacrifice eliminated the need for any other sacrifice , and his covenant eliminated all others .",noHate
There is no requirement of circumcision found in the NT .,noHate
A girl that rides in trucks has no place to call home and the wrong guy to call Daddy .,noHate
Maybe its different there .,noHate
"Here it seems they are all hitchers or lizards , and maybe robbers .",noHate
"Yeah, I 've gotten annoying responses to people when I told them we were going to home school , but they were n't as `` You 're a weirdo '' as the responses we get for not vaccinating .",noHate
My new word o ' the week ( which has somehow become the word o ' two weeks ) : torpid : tor * pid adj : 1 ) Dormant ; hibernating .,noHate
2 ) Lethargic [ syn. inactive ],noHate
"Ha I was just on there , stopped reading it to come on here and this was the first thing I saw .",noHate
Definitely going to do that !,noHate
Bomber-Bike Project at 20 .,noHate
April 2011 ( down on wheels and handling test ) - YouTube Bomber-Bike Project Stage 3 ( Motorrad mit Sternmotor ) - YouTube Bomber - Bike Transmission Stage 4 ( Motorrad mit Sternmotor ) - YouTube,noHate
i was a bmxer for a while until it got stolen by SOMEONE ... but i turned my attention to mountain bikes ... i like em you can actualy go places not just do stupid dog tricks,noHate
I hope they do n't conflict .,noHate
I hope people can pass out candy while watching that game .,noHate
What time is the game ?,noHate
That's an absolute shame that they have to remove the bodies of Hitler 's parents .,noHate
Is it out of fear ?,noHate
Or just plain hatred ? whatever it is it is a terrible thing to do .,noHate
the video clip at the start looked very good and made a nice change from that band of brothers type crap Got a lot of respect for the Estonian Waffen SS guys .,noHate
They fought fiercely for their land and got no mercy if captured alive,noHate
I do n't know if that is true .,noHate
Not long ago I got a note from my diocese mentioning that being a Mason is committing a grave sin and Catholics are not allowed to join them .,noHate
Axis History Factbook : Waffen SS-Grenadier-Sturmbrigade Brigade Frankreich - French Volunteers and Collaborationist Forces Amazon.com : FOR EUROPE : The French Volunteers of the Waffen-SS ( 9781874622680 ) : Robert Forbes : Books Amazon.com : FOR EUROPE : The French Volunteers of the Waffen-SS ( 9781874622680 ) : Robert Forbes : Books http://www.militaryphotos.net/forums ... ss- ( RK ) -holder,noHate
Careful with it at school though .,noHate
"In high school i got all kinds of hell for having an article on Rudolph Hess , and this was before i was even a WN .",noHate
Do a search of the site and you 'll find lots .,noHate
Researching your topic and facts is as important as compsing your essay .,noHate
I am new on here and so far i like most of what i have seen.I am looking for some suggestions on reading material i should read to educate myself about my heritage and how to protect it.I know there are some intelligent people on here who can point me in the right direction or even share some of their knowledge with me so i can be more educated and prepared to be able to help not only myself but my race .,noHate
I am a proud white man and want to do my part to make sure there can be proud white men in the future .,noHate
My advice : print out a few good articles .,noHate
She 'll quickly see that the info is good and the `` hate '' non-existant .,noHate
1. type of students allowed Aryans only .,noHate
2. grades/age groups Whatever works 3. discipline tactics I do n't know .,noHate
4. subjects taught Anything the students want or need .,noHate
5. length of school day/school year 5 days a week .,noHate
5 months break divided during the year .,noHate
6. uniforms or no ?,noHate
No uniforms .,noHate
The students should be able to express themselves .,noHate
7. gender segregated or no ?,noHate
"You CANNOT teach people to be intelligent - we must start breaking students into groups of low , moderate and high intellectual ability and teach each group suitable material .",noHate
Americans and Irish understand each other better than Spaniards and the beaners .. the US and Ireland are the 1st world so they are educated unlike the beaners .,hate
"Plop them down in front of Livy , have them read it , and then write a report on it .",noHate
Check out my sig. for more ideas .,noHate
That is great .,noHate
"We need more of our kids on the honor role and in college , crowding out the non-W 's !",hate
"Completed over two years ago with a certificate , I attended the University of Pittsburgh and finished at Kansas State University , both nationally ranked universities .",noHate
"Fruita and Corona Seen Like Never Before | 303Cycling News Video of two mountain bikers riding in Colorado , filmed with a radio controlled helicopter .",noHate
Dance music .,noHate
Im not handing out candy this year personally .,noHate
Why would I want to contribute to the Kneegrow and spic 's wellbeing ?,hate
"Go for it , I was out of high school for nine years before I went back to school to get my bachelors in graphic arts and 3D design .",noHate
"Although I work freelance , the degree keeps the door open for me to work for a firm if I choose to .",noHate
Good luck .,noHate
Post the topics discussed in class as they come up on this thread .,noHate
Many of us or our children will be attending school and want to hear what drivel they are dishing out so we will know what to expect .,noHate
I've seen those walls in Cuzco .,noHate
The huge stones are all different shapes and sizes and fit together tightly using no mortar .,noHate
"Well, it 's a trick .",noHate
They have properly learnt their Zionist lesson ...,noHate
Israeli Minister `` We always use the anti-Semitism trick or bring up the Holocaust '' - YouTube,noHate
Incredible then when we see nowadays that the world is saying that there is a global village and economies are inter dependent when America sneezes the world catches a cold blahhblahdieblah it is clear that the intention is to move the world into the same economic interdependency .,noHate
What was the condition of the White Western World the day before Hitler 's stupid war and what is the condition today ?,noHate
I'm sure the Jews in Scandinavia dumb down the education systems there too .,hate
They probably slowly remove discipline do whatever they can to make the schools worse and worse .,hate
This is a horrible idea .,noHate
Kids are very receptive to learning and teaching .,noHate
"If YOU do not teach your child morals , who will , the jew on the TV ?",noHate
Some Universities have a substantial number of lectures available for free online .,noHate
Here is Yale YouTube - YaleCourses 's Channel There are a number of other major Universities with lectures posted as well .,noHate
"Beware many of these lectures hustle the jew cults of globalism , humanism , and social collectivism .",noHate
I went to Columbia .,noHate
I wanted to shoot myself when I was there .,noHate
"You 're worried about affirmative action and liberals , that 's your spot .",hate
"If it helps you feel better , I got accepted into the following schools : - UCLA - UCI - UCSB - USD - Pepperdine - Oregon State - USC F * ck Ivy League .",noHate
"That and the sheer size of their land , which made it possible to move their production facilities out of range of German bombers .",noHate
Also another film Wheels of Terror has what appears to be post war tanks in its battle scenes .,noHate
It is based on the Sven Hassel story of the same name - www.stormfront.org/forum/t1103833/,noHate
Anyone who believes that Hitler 's actions were well founded and the correct actions for the situation has to also believe that white extinction is an acceptable outcome .,noHate
I remember when I was at my college during the Holidays ... every single holiday would be mentioned loud and clear except for Christmas ... especially kwanzaa .,noHate
haha well they require a certain physical ed. requirement at my school to be given a bachelor 's degree .,noHate
"So i have 2 units left , and football is a 3 unit p.e. course so it 's in the bag. p.s. thank you everybody i appreciate the kind words",noHate
"AS in Business Admin , bachelors may have to wait because the college system in California is falling apart fast with tuition skyrocketing and admission shrinking .",noHate
"if i end up with kids i would prefer to home school them. i worry about it though as i am not very intelligent , nor do i have experience with kids or educating them. i guess i couldnt do much worse than the public schools though. i do have a kind of plan as far as social skills. i would put my kids in sports and classes like gymnastics and karate .",noHate
"lambent \ LAM-buhnt \ , adjective : 1 .",noHate
"Playing lightly on or over a surface ; flickering ; as , `` a lambent flame ; lambent shadows . '' 2 .",noHate
"Softly bright or radiant ; luminous ; as , `` a lambent light . '' 3 .",noHate
"Light and brilliant ; as , `` a lambent style ; lambent wit . ''",noHate
"I have an image in my mind of the soaring vault rising and disappearing into the gray-white silence , the niches in the salt walls where the saints dwelled , the few points of lambent gold glimmering feebly on the altar .",noHate
"--Richard O 'Mara , `` The Unapologetic Tourist , '' New York Times , November 21 , 1999 Lambent is from the present participle of Latin lambere , `` to lick . ''",noHate
"This is a forum for people who support the white nationalist cause and I am one of those people , thus I have a right to speak .",noHate
A negro teacher forced a five year old white boy to stand in front of his class .,noHate
She then solicited his classmates to make comments about what they disliked about the boy .,noHate
She then had the other students vote him out of the class .,noHate
The boy was so traumatized he did n't want to go back to school .,noHate
The child abusing teacher was Wendy Portillo .,noHate
"The school was Morningside Elementary School in Port St. Lucie , Florida. black teacher has kindergarten class vote out White boy What happened to this boy was child abuse .",noHate
The child abuse of white children happens every day in American schools .,noHate
"With the exception of two mestizo teachers , all my teachers from kindergarten to now have been white .",noHate
I have n't had enough teachers of different races to compare that .,noHate
I 'll have a lot of Asian teachers when I transfer to university though .,noHate
I hope it goes well .,noHate
I have always had the best results when I have teachers that are like me .,noHate
I have heard this from many different groups .,noHate
I prefer male teachers and my girlfriend says she likes female teachers .,noHate
The students who study arts tend to like bohemian teachers while I as a math student prefer more engineer type teachers .,noHate
"They are trying to dumb us down on purpose ( said to say , it 's been working ) .",noHate
Just look at the nonsense on tv !,noHate
"Good, it is about time those progressive libtards got theirs for the generations of young white minds they have perverted with their pseudo-education .",hate
Took an east Asian art course in college myself .,noHate
You forgot to mention how Chinese/Japanese/Korean art hardly changed in two thousand years until the late 19'th century .,noHate
Does your wife post here ?,noHate
I 'd love to have her join our homeschool discussions .,noHate
"There 's a social group she can join to post in and not have to post publicly , if she wants .",noHate
"Which is why the user said `` Do not confuse him with the Jewish doctor of Hitler 's family in Austria , Eduard Bloch . ''",noHate
She has more courage than the whole German nation put together .,noHate
God protect and bless you dear lady .,noHate
You are my heroine .,noHate
Good for her .,noHate
I recall another recent story about a senior judge in Germany challenging the Holocaust story .,noHate
"If the Jews are allowed to decide for everyone the correct version of history , I 'm sure they 'll eventually re-write the history around Jesus Christ .",hate
If you think that 's a stretch consider : ( 1 ) .state law already trumps religion when it comes to homosexuality and abortion and ( 2 ) .the Jews have already pressured some Christian churches to say that the Jews did not murder Jesus .,noHate
( The Jews had the Romans murder Jesus for them by falsely accusing Jesus and by turning down a chance to pardon Jesus .,hate
"Pontius Pilate washed his hands , announced that he found nothing wrong and left it up to the Jews. )",noHate
People arent giving the Japanese enough credit .,noHate
"Anyone remember the yamoto ? youtube : japanese battleship yamoto If they had enough oil to run the thing , they would have taken over the entire ocean .",noHate
"My son 's university has a `` College of Liberal Arts , '' ( CLA ) which awards B.A. degrees .",noHate
"In one of the restrooms , someone has drawn an arrow on the wall , pointing towards the toilet paper , and written `` CLA degrees : take one . ''",noHate
And that 's the truth .,noHate
A B.A. is virtually useless .,noHate
"Tens of thousands of people graduate with these worthless degrees , find out they 're unemployable in today 's bleak job market , then take on several tens of thousands in ( more ) student debt to get a law or business degree -- and find out things are n't much better .",noHate
"Take a look at this blog , for example .",noHate
